Entity	Label	Description
http://dbpedia.org/resource/Site_of_Special_Scientific_Interest	Site of Special Scientific Interest	"A Site of Special Scientific Interest (SSSI) in Great Britain or an Area of Special Scientific Interest (ASSI) in the Isle of Man and Northern Ireland is a conservation designation denoting a protected area in the United Kingdom and Isle of Man. SSSI/ASSIs are the basic building block of site-based nature conservation legislation and most other legal nature/geological conservation designations in the United Kingdom are based upon them, including national nature reserves, Ramsar sites, Special Protection Areas, and Special Areas of Conservation. The acronym ""SSSI"" is often pronounced ""triple-S I""."
http://dbpedia.org/ontology/Ambassador	ambassador	An ambassador is the highest ranking diplomat that represents a nation and is usually accredited to a foreign sovereign or government, or to an international organization.
http://dbpedia.org/ontology/AustralianFootballLeague	australian football league	A group of sports teams that compete against each other in australian football.
http://dbpedia.org/ontology/AutoRacingLeague	auto racing league	a group of sports teams or individual athletes that compete against each other in auto racing
http://dbpedia.org/ontology/BaseballLeague	baseball league	a group of sports teams that compete against each other in Baseball.
http://dbpedia.org/ontology/SiteOfSpecialScientificInterest	Site of Special Scientific Interest	A Site of Special Scientific Interest (SSSI) is a conservation designation denoting a protected area in the United Kingdom. SSSIs are the basic building block of site-based nature conservation legislation and most other legal nature/geological conservation designations in Great Britain are based upon them, including National Nature Reserves, Ramsar Sites, Special Protection Areas, and Special Areas of Conservation.
http://dbpedia.org/ontology/WorldHeritageSite	World Heritage Site	A UNESCO World Heritage Site is a site (such as a forest, mountain, lake, desert, monument, building, complex, or city) that is on the list that is maintained by the international World Heritage Programme administered by the UNESCO World Heritage Committee, composed of 21 state parties which are elected by their General Assembly for a four-year term. A World Heritage Site is a place of either cultural or physical significance.
http://dbpedia.org/ontology/AnimangaCharacter	animanga character	Anime/Manga character
http://dbpedia.org/ontology/Youtuber	Youtuber	a person who uploads, produces, or appears in videos on the video-sharing website YouTube..
http://dbpedia.org/ontology/ArchitecturalStructure	architectural structure	An architectural structure is a human-made, free-standing, immobile outdoor construction (http://en.wikipedia.org/wiki/Architectural_structure).
http://dbpedia.org/ontology/AmericanFootballLeague	american football league	A group of sports teams that compete against each other in american football.
http://dbpedia.org/ontology/AdministrativeRegion	administrative region	A PopulatedPlace under the jurisdiction of an administrative body. This body may administer either a whole region or one or more adjacent Settlements (town administration)
http://dbpedia.org/ontology/Artwork	artwork	A work of art, artwork, art piece, or art object is an aesthetic item or artistic creation.
http://dbpedia.org/ontology/Bank	bank	a company which main services are banking or financial services.
http://dbpedia.org/ontology/SportsTeamMember	Sports team member	A member of an athletic team.
http://dbpedia.org/ontology/BasketballLeague	basketball league	a group of sports teams that compete against each other in Basketball
http://dbpedia.org/ontology/AcademicSubject	academic subject	Genres of art, e.g. Mathematics, History, Philosophy, Medicine
http://dbpedia.org/ontology/Area	area	"Area of something. Use ""value"" for the value, ""min"" & ""max"" for a range (if uncertain) and ""rank"" (integer) for the rank of that thing amongst its siblings (eg regions ordered by area)"
http://dbpedia.org/ontology/Arena	arena	An arena is an enclosed area, often circular or oval-shaped, designed to showcase theater, musical performances, or sporting events. (http://en.wikipedia.org/wiki/Arena)
http://dbpedia.org/ontology/Arrondissement	arrondissement	An administrative (France) or lawcourts (Netherlands) body governing a territorial unity on the intermediate level, between local and national level
http://dbpedia.org/ontology/ArtisticGenre	artistic genre	Genres of art, e.g. Pointillist, Modernist
http://dbpedia.org/ontology/Attack	attack	حملہ لازمی طور پر فوجی تصادم کا حصہ نہیں ہے۔
http://dbpedia.org/ontology/BackScene	back scene	Composer, producer, and backstage people.
http://dbpedia.org/ontology/Resume	Resume	A Resume describes a persons work experience and skill set.
http://dbpedia.org/ontology/Satellite	Satellite	An astronomic object orbiting around a planet or star. Definition partly derived from http://www.ontotext.com/proton/protonext# (and thus WordNet 1.7).
http://dbpedia.org/ontology/ScientificConcept	Scientific concept	Scientific concepts, e.g. Theory of relativity, Quantum gravity
http://dbpedia.org/ontology/Sculpture	Sculpture	Sculpture is three-dimensional artwork created by shaping or combining hard materials, typically stone such as marble, metal, glass, or wood, or plastic materials such as clay, textiles, polymers and softer metals.
http://dbpedia.org/ontology/Singer	Singer	a person who sings.
http://dbpedia.org/ontology/StatedResolution	Stated Resolution	A Resolution describes a formal statement adopted by a meeting or convention.
http://dbpedia.org/ontology/SystemOfLaw	System of law	a system of legislation, either national or international
http://dbpedia.org/ontology/TeamMember	Team member	A member of an athletic team.
http://dbpedia.org/ontology/TelevisionDirector	Television director	a person who directs the activities involved in making a television program.
http://dbpedia.org/ontology/TheatreDirector	Theatre director	A director in the theatre field who oversees and orchestrates the mounting of a theatre production.
http://dbpedia.org/ontology/TheologicalConcept	Theological concept	Theological concepts, e.g. The apocalypse, Trinty, Stoicism
http://dbpedia.org/ontology/Treadmill	Treadmill	A mill driven by the tractive power of horses, donkeys or even people
http://dbpedia.org/ontology/VaccinationStatistics	Vaccination Statistics	Statistics related to the COVID-19 vaccination world progress‎
http://dbpedia.org/ontology/WaterTower	Water tower	a construction designed to store larger quantities of water at a place of some elevation in order to keep pressure on the water provision system
http://dbpedia.org/ontology/Watermill	Watermill	A watermill is a structure that uses a water wheel or turbine to drive a mechanical process such as flour, lumber or textile production, or metal shaping (rolling, grinding or wire drawing)
http://dbpedia.org/ontology/WikimediaTemplate	Wikimedia template	DO NOT USE THIS CLASS! This is for internal use only!
http://dbpedia.org/ontology/WindMotor	Wind motor	A wind-driven turbine that adapts itself to wind direction and to wind-force. Is considered to be a class in its own, despite the wind as common factor with Windmill.
http://dbpedia.org/ontology/Windmill	Windmill	A windmill is a machine that converts the energy of wind into rotational energy by means of vanes called sails
http://dbpedia.org/ontology/آسٹریلوی_فٹ_بال_کی_انجمن	australian football league	A group of sports teams that compete against each other in australian football.
http://dbpedia.org/ontology/اداکار	actor	An actor or actress is a person who acts in a dramatic production and who works in film, television, theatre, or radio in that capacity.
http://dbpedia.org/ontology/امریکن_فٹ_بال_لیگ	american football league	A group of sports teams that compete against each other in american football.
http://dbpedia.org/ontology/انتظامی_علاقہ	administrative region	A PopulatedPlace under the jurisdiction of an administrative body. This body may administer either a whole region or one or more adjacent Settlements (town administration)
http://dbpedia.org/ontology/انیمنگا_کردار	animanga character	Anime/Manga character
http://dbpedia.org/ontology/باسکٹ_بال_کی_انجمن	basketball league	a group of sports teams that compete against each other in Basketball
http://dbpedia.org/ontology/بُرج_آب	Water tower	a construction designed to store larger quantities of water at a place of some elevation in order to keep pressure on the water provision system
http://dbpedia.org/ontology/بیس_بال_کی_انجمن	baseball league	a group of sports teams that compete against each other in Baseball
http://dbpedia.org/ontology/بینک	bank	a company which main services are banking or financial services.
http://dbpedia.org/ontology/تعلیمی_جریدہ	academic journal	An academic journal is a mostly peer-reviewed periodical in which scholarship relating to a particular academic discipline is published. Academic journals serve as forums for the introduction and presentation for scrutiny of new research, and the critique of existing research. Content typically takes the form of articles presenting original research, review articles, and book reviews.
http://dbpedia.org/ontology/تعلیمی_مضمون	academic subject	Genres of art, e.g. Mathematics, History, Philosophy, Medicine
http://dbpedia.org/ontology/تعمیراتی_ڈھانچہ	architectural structure	An architectural structure is a human-made, free-standing, immobile outdoor construction (http://en.wikipedia.org/wiki/Architectural_structure).
http://dbpedia.org/ontology/تعمیراتی_ڈھانچے	architectural structure	An architectural structure is a human-made, free-standing, immobile outdoor construction (http://en.wikipedia.org/wiki/Architectural_structure).
http://dbpedia.org/ontology/تھیٹر_ہدایت_کار	Theatre director	A director in the theatre field who oversees and orchestrates the mounting of a theatre production.
http://dbpedia.org/ontology/ثانوی_سیاره	Satellite	An astronomic object orbiting around a planet or star. Definition partly derived from http://www.ontotext.com/proton/protonext# (and thus WordNet 1.7).
http://dbpedia.org/ontology/حملہ	attack	حملہ لازمی طور پر فوجی تصادم کا حصہ نہیں ہے۔
http://dbpedia.org/ontology/رقبہ	area	"Area of something. Use ""value"" for the value, ""min"" & ""max"" for a range (if uncertain) and ""rank"" (integer) for the rank of that thing amongst its siblings (eg regions ordered by area)"
http://dbpedia.org/ontology/ریاستی_قرارداد	Stated Resolution	A Resolution describes a formal statement adopted by a meeting or convention.
http://dbpedia.org/ontology/سفیر	ambassador	An ambassador is the highest ranking diplomat that represents a nation and is usually accredited to a foreign sovereign or government, or to an international organization.
http://dbpedia.org/ontology/عالمی_ثقافتی_ورثہ	World Heritage Site	A UNESCO World Heritage Site is a site (such as a forest, mountain, lake, desert, monument, building, complex, or city) that is on the list that is maintained by the international World Heritage Programme administered by the UNESCO World Heritage Committee, composed of 21 state parties which are elected by their General Assembly for a four-year term. A World Heritage Site is a place of either cultural or physical significance.
http://dbpedia.org/ontology/فرانس_کا_انتظامی_ضلع	arrondissement	An administrative (France) or lawcourts (Netherlands) body governing a territorial unity on the intermediate level, between local and national level
http://dbpedia.org/ontology/فنکارانہ_صنف	artistic genre	Genres of art, e.g. Pointillist, Modernist
http://dbpedia.org/ontology/مذہبی_تصور	Theological concept	Theological concepts, e.g. The apocalypse, Trinty, Stoicism
http://dbpedia.org/ontology/نمائندہ	agent	Analogous to a foaf:Agent, an agent is an entity that acts. This is intended to be the super class of Person and Organisation.
http://dbpedia.org/ontology/ویکسینیشن_کے_اعدادوشمار	Vaccination Statistics	Statistics related to the COVID-19 vaccination world progress‎
http://dbpedia.org/ontology/ویکی_میڈیا_کا_سانچہ	Wikimedia template	DO NOT USE THIS CLASS! This is for internal use only!
http://dbpedia.org/ontology/ٹی_وی_کا_ہدایت_کار	Television director	a person who directs the activities involved in making a television program.
http://dbpedia.org/ontology/ٹیم_کے_رکن	Team member	A member of an athletic team.
http://dbpedia.org/ontology/پس_منظر	back scene	Composer, producer, and backstage people.
http://dbpedia.org/ontology/پن_چکی	Watermill	A watermill is a structure that uses a water wheel or turbine to drive a mechanical process such as flour, lumber or textile production, or metal shaping (rolling, grinding or wire drawing)
http://dbpedia.org/ontology/پَوَن_چکّی_کی_طرح_کی_کّل	Wind motor	A wind-driven turbine that adapts itself to wind direction and to wind-force. Is considered to be a class in its own, despite the wind as common factor with Windmill.
http://dbpedia.org/ontology/ڈھینکلی	Treadmill	A mill driven by the tractive power of horses, donkeys or even people
http://dbpedia.org/ontology/کار_ہنر	artwork	A work of art, artwork, art piece, or art object is an aesthetic item or artistic creation.
http://dbpedia.org/ontology/کھیلوں_کی_جماعت_کا_رکن	Sports team member	A member of an athletic team.
http://dbpedia.org/ontology/گاڑیوں_کی_ریسوں_کی_انجمن	auto racing league	a group of sports teams or individual athletes that compete against each other in auto racing
http://dbpedia.org/ontology/ہوا_کی_چکی	Windmill	A windmill is a machine that converts the energy of wind into rotational energy by means of vanes called sails
http://dbpedia.org/ontology/یوٹیب_پر_وڈیو_لگانے_والا	Youtuber	a person who uploads, produces, or appears in videos on the video-sharing website YouTube..
http://dbpedia.org/ontology/award	award	Award won by a Person, Musical or other Work, RaceHorse, Building, etc
http://dbpedia.org/ontology/Broadcaster	broadcaster	A broadcaster is an organisation responsible for the production of radio or television programs and/or their transmission. (http://en.wikipedia.org/wiki/Broadcaster - 28/03/2011)
http://dbpedia.org/ontology/Case	case	A case is the total of work done to prepare for an administrative or business decision. As a rule, a case is reflected in a set of documents.
http://dbpedia.org/ontology/ClericalAdministrativeRegion	clerical administrative region	An administrative body governing some territorial unity, in this case a clerical administrative body
http://dbpedia.org/ontology/BowlingLeague	bowling league	a group of sports teams or players that compete against each other in Bowling
http://dbpedia.org/ontology/BeautyQueen	beauty queen	A beauty pageant titleholder
http://dbpedia.org/ontology/BusinessPerson	businessperson	The term entrepreneur mainly means someone who holds a senior position, such as an executive.
http://dbpedia.org/ontology/Canal	canal	a man-made channel for water
http://dbpedia.org/ontology/CareerStation	career station	this class marks a career step in the life of a person, e.g. a soccer player, holding information on the time span, matches and goals he or she achieved at a certain club
http://dbpedia.org/ontology/Castle	castle	Castles often are, but need not be a military structure. They can serve for status, pleasure and hunt as well.
http://dbpedia.org/ontology/Cheese	cheese	A milk product prepared for human consumption
http://dbpedia.org/ontology/Chef	chef	a person who cooks professionally for other people
http://dbpedia.org/ontology/Colour	colour	Color or colour is the visual perceptual property corresponding in humans to the categories called red, yellow, blue and others. Color derives from the spectrum of light (distribution of light energy versus wavelength) interacting in the eye with the spectral sensitivities of the light receptors.
http://dbpedia.org/ontology/CombinationDrug	combination drug	Medikamente die mehrere Wirkstoffe enthalten
http://dbpedia.org/ontology/BroadcastNetwork	broadcast network	A broadcast network is an organization, such as a corporation or other association, that provides live or recorded content, such as movies, newscasts, sports, and public affairs programs for broadcast over a group of radio or television stations. (http://en.wikipedia.org/wiki/Broadcast_network - 28/03/2011)
http://dbpedia.org/ontology/Battery	battery	بیٹری (قسم) گاڑیوں میں توانائی کے منبع کے طور پر استعمال ہوتی ہے۔.
http://dbpedia.org/ontology/CricketLeague	cricket league	a group of sports teams that compete against each other in Cricket
http://dbpedia.org/ontology/BoxingLeague	boxing league	A group of sports teams or fighters that compete against each other in Boxing
http://dbpedia.org/ontology/Beverage	beverage	A drink, or beverage, is a liquid which is specifically prepared for human consumption.
http://dbpedia.org/ontology/Bridge	bridge	A bridge is a structure built to span physical obstacles such as a body of water, valley, or road, for the purpose of providing passage over the obstacle (http://en.wikipedia.org/wiki/Bridge).
http://dbpedia.org/ontology/Building	building	Building is defined as a Civil Engineering structure such as a house, worship center, factory etc. that has a foundation, wall, roof etc. that protect human being and their properties from direct harsh effect of weather like rain, wind, sun etc. (http://en.wikipedia.org/wiki/Building).
http://dbpedia.org/ontology/City	city	a relatively large and permanent settlement, particularly a large urban settlement
http://dbpedia.org/ontology/CityDistrict	city district	District, borough, area or neighbourhood in a city or town
http://dbpedia.org/ontology/careerStation	career station	this property links to a step in the career of a person, e.g. a soccer player, holding information on the time span, matches and goals he or she achieved at a club.
http://dbpedia.org/ontology/battery	battery	Points out the battery used with/in a thing.
http://dbpedia.org/ontology/Beach	beach	The shore of a body of water, especially when sandy or pebbly.
http://dbpedia.org/ontology/BoardGame	board game	come from http://en.wikipedia.org/wiki/Category:Board_games
http://dbpedia.org/ontology/Canton	canton	An administrative (France) or lawcourts (Netherlands) body governing a territorial unity on the municipal level or somewhat above
http://dbpedia.org/ontology/CardGame	card game	come from http://en.wikipedia.org/wiki/Category:Card_games
http://dbpedia.org/ontology/Casino	casino	In modern English, a casino is a facility which houses and accommodates certain types of gambling activities.
http://dbpedia.org/ontology/Cemetery	cemetery	A burial place
http://dbpedia.org/ontology/Church	church	This is used for church buildings, not any other meaning of church.
http://dbpedia.org/ontology/CoalPit	coal pit	A coal pit is a place where charcoal is or was extracted
http://dbpedia.org/ontology/CollectionOfValuables	collection of valuables	Collection of valuables is a collection considered to be a work in itself)
http://dbpedia.org/ontology/CountrySeat	country estate	A country seat is a rural patch of land owned by a land owner.
http://dbpedia.org/ontology/GovernmentCabinet	cabinet of ministers	A cabinet is a body of high-ranking state officials, typically consisting of the top leaders of the executive branch.
http://dbpedia.org/ontology/SubMunicipality	borough	An administrative body governing a territorial unity on the lowest level, administering part of a municipality
http://dbpedia.org/ontology/bird	bird	Birds are uniformly vertebrate animals, the vast majority of which can fly with their wings.
http://dbpedia.org/ontology/continent	continent	links a country to the continent it belongs
http://dbpedia.org/ontology/ایک_تدفین_کی_جگہ	cemetery	A burial place
http://dbpedia.org/ontology/بالنگ_ٹیموں_کی_انجمن	bowling league	a group of sports teams or players that compete against each other in Bowling
http://dbpedia.org/ontology/باورچی	chef	a person who cooks professionally for other people
http://dbpedia.org/ontology/برقی_طاقت_پیدا_کرنے_کا_آلہ	battery	The battery (type) used as energy source in vehicles.
http://dbpedia.org/ontology/بورڈ_کھیل	board game	come from http://en.wikipedia.org/wiki/Category:Board_games
http://dbpedia.org/ontology/تاش	card game	come from http://en.wikipedia.org/wiki/Category:Card_games
http://dbpedia.org/ontology/ذیلی_بلدیہ	borough	An administrative body governing a territorial unity on the lowest level, administering part of a municipality
http://dbpedia.org/ontology/رقص_گاہ	casino	In modern English, a casino is a facility which houses and accommodates certain types of gambling activities.
http://dbpedia.org/ontology/رنگ	colour	Color or colour is the visual perceptual property corresponding in humans to the categories called red, yellow, blue and others. Color derives from the spectrum of light (distribution of light energy versus wavelength) interacting in the eye with the spectral sensitivities of the light receptors.
http://dbpedia.org/ontology/ساحل_سمندر	beach	The shore of a body of water, especially when sandy or pebbly
http://dbpedia.org/ontology/شہر	city	a relatively large and permanent settlement, particularly a large urban settlement
http://dbpedia.org/ontology/شہر_کا_ضلع	city district	District, borough, area or neighbourhood in a city or town
http://dbpedia.org/ontology/ضِلَع	canton	An administrative (France) or lawcourts (Netherlands) body governing a territorial unity on the municipal level or somewhat above
http://dbpedia.org/ontology/علمی_انتظامی_علاقہ	clerical administrative region	An administrative body governing some territorial unity, in this case a clerical administrative body
http://dbpedia.org/ontology/عمارت	building	Building is defined as a Civil Engineering structure such as a house, worship center, factory etc. that has a foundation, wall, roof etc. that protect human being and their properties from direct harsh effect of weather like rain, wind, sun etc. (http://en.wikipedia.org/wiki/Building).
http://dbpedia.org/ontology/قبرستان	cemetery	A burial place
http://dbpedia.org/ontology/قلعہ	castle	Castles often are, but need not be a military structure. They can serve for status, pleasure and hunt as well.
http://dbpedia.org/ontology/قیمتی_اشیاء_کا_مجموعہ	collection of valuables	Collection of valuables is a collection considered to be a work in itself)
http://dbpedia.org/ontology/مشروب	beverage	A drink, or beverage, is a liquid which is specifically prepared for human consumption.
http://dbpedia.org/ontology/معاملہ	case	A case is the total of work done to prepare for an administrative or business decision. As a rule, a case is reflected in a set of documents.
http://dbpedia.org/ontology/ملک_کی_نشست	country estate	A country seat is a rural patch of land owned by a land owner.
http://dbpedia.org/ontology/ملکہ_حسن	beauty queen	A beauty pageant titleholder
http://dbpedia.org/ontology/منشیات_کا_مجموعہ	combination drug	Drugs that are a combination of chemicals‎
http://dbpedia.org/ontology/مکے_بازی_کھیل_کی_انجمن	boxing league	A group of sports teams or fighters that compete against each other in Boxing
http://dbpedia.org/ontology/ناشَر	broadcaster	A broadcaster is an organisation responsible for the production of radio or television programs and/or their transmission. (http://en.wikipedia.org/wiki/Broadcaster - 28/03/2011)
http://dbpedia.org/ontology/نشریاتی_جال	broadcast network	A broadcast network is an organization, such as a corporation or other association, that provides live or recorded content, such as movies, newscasts, sports, and public affairs programs for broadcast over a group of radio or television stations. (http://en.wikipedia.org/wiki/Broadcast_network - 28/03/2011)
http://dbpedia.org/ontology/نہر	canal	a man-made channel for water
http://dbpedia.org/ontology/وزراء_کی_کابینہ	cabinet of ministers	A cabinet is a body of high-ranking state officials, typically consisting of the top leaders of the executive branch.
http://dbpedia.org/ontology/پل	bridge	A bridge is a structure built to span physical obstacles such as a body of water, valley, or road, for the purpose of providing passage over the obstacle (http://en.wikipedia.org/wiki/Bridge).
http://dbpedia.org/ontology/پنیر	cheese	A milk product prepared for human consumption
http://dbpedia.org/ontology/پیشہ_تعینات	career station	this class marks a career step in the life of a person, e.g. a soccer player, holding information on the time span, matches and goals he or she achieved at a certain club
http://dbpedia.org/ontology/کاروباری_شخص	businessperson	The term entrepreneur mainly means someone who holds a senior position, such as an executive.
http://dbpedia.org/ontology/کرکٹ_انجمن	cricket league	a group of sports teams that compete against each other in Cricket
http://dbpedia.org/ontology/کوئلہ	coal pit	A coal pit is a place where charcoal is or was extracted
http://dbpedia.org/ontology/کینیڈین_فٹ_بال_لیگ	canadian football league	A group of sports teams that compete against each other in canadian football league.
http://dbpedia.org/ontology/گرجا	church	This is used for church buildings, not any other meaning of church.
http://dbpedia.org/ontology/broadcastNetwork	broadcast network	The parent broadcast network to which the broadcaster belongs.
http://dbpedia.org/ontology/colour	colour	A colour represented by its entity.
http://dbpedia.org/ontology/country	country	The country where the thing is located.
http://dbpedia.org/ontology/Document	document	Any document
http://dbpedia.org/ontology/GridironFootballPlayer	gridiron football player	Gradiron football, also called North American football, is a family of soccer team games played primarily in the United States and Canada.
http://dbpedia.org/ontology/Group	group	An (informal) group of people.
http://dbpedia.org/ontology/GovernmentalAdministrativeRegion	governmental administrative region	An administrative body governing some territorial unity, in this case a governmental administrative body
http://dbpedia.org/ontology/Dam	dam	A dam is part of a landscape infrastructure, like waterworks (canals) or roads, much more than a building, though, of course, it has been built, too.
http://dbpedia.org/ontology/Economist	economist	An economist is a professional in the social science discipline of economics.
http://dbpedia.org/ontology/Garden	garden	A garden is a planned space, usually outdoors, set aside for the display, cultivation, and enjoyment of plants and other forms of nature. (http://en.wikipedia.org/wiki/Garden)
http://dbpedia.org/ontology/GolfCourse	golf course	In a golf course, holes often carry hazards, defined as special areas to which additional rules of the game apply.
http://dbpedia.org/ontology/Gymnast	gymnast	A gymnast is one who performs gymnastics
http://dbpedia.org/ontology/Fashion	fashion	type or code of dressing, according to the standards of the time or individual design.
http://dbpedia.org/ontology/Diocese	diocese	District or see under the supervision of a bishop.
http://dbpedia.org/ontology/GolfLeague	golf league	Golfplayer that compete against each other in Golf
http://dbpedia.org/ontology/Earthquake	earthquake	the result of a sudden release of energy in the Earth's crust that creates seismic waves
http://dbpedia.org/ontology/FootballMatch	football match	a competition between two football teams
http://dbpedia.org/ontology/Game	game	a structured activity, usually undertaken for enjoyment and sometimes used as an educational tool
http://dbpedia.org/ontology/GovernmentAgency	government agency	A government agency is a permanent or semi-permanent organization in the machinery of government that is responsible for the oversight and administration of specific functions, such as an intelligence agency.
http://dbpedia.org/ontology/HandballLeague	handball league	a group of sports teams that compete against each other in Handball
http://dbpedia.org/ontology/FieldHockeyLeague	field hockey league	a group of sports teams that compete against each other in Field Hockey
http://dbpedia.org/ontology/diocese	diocese	A religious administrative body above the parish level
http://dbpedia.org/ontology/CurlingLeague	curling league	a group of sports teams that compete against each other in Curling
http://dbpedia.org/ontology/CyclingLeague	cycling league	a group of sports teams that compete against each other in Cycling
http://dbpedia.org/ontology/Deanery	deanery	The intermediate level of a clerical administrative body between parish and diocese
http://dbpedia.org/ontology/Decoration	decoration	An object, such as a medal or an order, that is awarded to honor the recipient ostentatiously.
http://dbpedia.org/ontology/Demographics	demographics	"Population of a place. Uses these properties: populationTotal, year (when measured, populationYear), rank (sortOrder of this place amongst its siblings at the same level), name (areal measured by the population, eg: ""locality"", ""municipality"" or ""comitat"")"
http://dbpedia.org/ontology/Dike	dike	A dike is an elongated naturally occurring ridge or artificially constructed fill or wall, which regulates water levels
http://dbpedia.org/ontology/DistrictWaterBoard	district water board	Conservancy, governmental agency dedicated to surface water management
http://dbpedia.org/ontology/ElectricalSubstation	electrical substation	Substations transform voltage from high to low, or the reverse.
http://dbpedia.org/ontology/Factory	factory	A factory (previously manufactory) or manufacturing plant is an industrial site, usually consisting of buildings and machinery, or more commonly a complex having several buildings, where workers manufacture goods or operate machines processing one product into another.
http://dbpedia.org/ontology/Family	family	A group of people related by common descent, a lineage.
http://dbpedia.org/ontology/File	file	A document with a filename
http://dbpedia.org/ontology/Forest	forest	A natural place more or less densely grown with trees
http://dbpedia.org/ontology/Fort	fort	Fortified place, most of the time to protect traffic routes
http://dbpedia.org/ontology/GraveMonument	grave stone or grave monument	A monument erected on a tomb, or a memorial stone.
http://dbpedia.org/ontology/Guitar	guitar	Describes the guitar
http://dbpedia.org/ontology/deanery	deanery	Dioceses and parishes should know which deaneries there are
http://dbpedia.org/ontology/باغ	garden	A garden is a planned space, usually outdoors, set aside for the display, cultivation, and enjoyment of plants and other forms of nature. (http://en.wikipedia.org/wiki/Garden)
http://dbpedia.org/ontology/جنگل	forest	A natural place more or less densely grown with trees
http://dbpedia.org/ontology/حکومتی_انتظامی_علاقہ	governmental administrative region	An administrative body governing some territorial unity, in this case a governmental administrative body
http://dbpedia.org/ontology/خاندان	family	A group of people related by common descent, a lineage.
http://dbpedia.org/ontology/روشِ_لباس	fashion	type or code of dressing, according to the standards of the time or individual design.
http://dbpedia.org/ontology/سائیکل_سوار_کی_انجمن	cycling league	a group of sports teams that compete against each other in Cycling
http://dbpedia.org/ontology/ستار	guitar	Describes the guitar
http://dbpedia.org/ontology/سرکاری_محکمہ	government agency	A government agency is a permanent or semi-permanent organization in the machinery of government that is responsible for the oversight and administration of specific functions, such as an intelligence agency.
http://dbpedia.org/ontology/فائل	file	A document with a filename
http://dbpedia.org/ontology/فٹ_بال_مقابلہ	football match	a competition between two football teams
http://dbpedia.org/ontology/قبر_کی_یادگار	grave stone or grave monument	A monument erected on a tomb, or a memorial stone.
http://dbpedia.org/ontology/پتھر_کنڈلی_کھيل_کی_انجمن	curling league	a group of sports teams that compete against each other in Curling
http://dbpedia.org/ontology/کارخانه	factory	A factory (previously manufactory) or manufacturing plant is an industrial site, usually consisting of buildings and machinery, or more commonly a complex having several buildings, where workers manufacture goods or operate machines processing one product into another.
http://dbpedia.org/ontology/کسرتی	gymnast	A gymnast is one who performs gymnastics
http://dbpedia.org/ontology/کھیل	game	a structured activity, usually undertaken for enjoyment and sometimes used as an educational tool
http://dbpedia.org/ontology/کھیل_ہاکی_ٹیموں_کی_انجمن	field hockey league	a group of sports teams that compete against each other in Field Hockey
http://dbpedia.org/ontology/گالف_کا_میدان	golf course	In a golf course, holes often carry hazards, defined as special areas to which additional rules of the game apply.
http://dbpedia.org/ontology/گالف_کی_انجمن	golf league	Golfplayer that compete against each other in Golf
http://dbpedia.org/ontology/گروہ	group	An (informal) group of people.
http://dbpedia.org/ontology/گرڈیرون_فٹ_بال_کھلاڑی	gridiron football player	Gradiron football, also called North American football, is a family of soccer team games played primarily in the United States and Canada.
http://dbpedia.org/ontology/ہینڈ_بال_کی_انجمن	handball league	a group of sports teams that compete against each other in Handball
http://dbpedia.org/ontology/disease	disease	Points to a disease pertaining to the subject at hand.
http://dbpedia.org/ontology/genre	genre	The genre of the thing (music group, film, etc.)
http://dbpedia.org/ontology/InlineHockeyLeague	inline hockey league	group of sports teams that compete against each other in Inline Hockey.
http://dbpedia.org/ontology/Image	image	A document that contains a visual image
http://dbpedia.org/ontology/HistoricalEvent	historical event	an event that is clearly different from strictly personal events and had historical impact
http://dbpedia.org/ontology/Mineral	mineral	A naturally occurring solid chemical substance.
http://dbpedia.org/ontology/MixedMartialArtsLeague	mixed martial arts league	a group of sports teams that compete against each other in Mixed Martial Arts
http://dbpedia.org/ontology/MonoclonalAntibody	monoclonal antibody	Medikamente welche monoklonale Antikörper sind
http://dbpedia.org/ontology/MotorcycleRacingLeague	motorcycle racing league	a group of sports teams or bikerider that compete against each other in Motorcycle Racing
http://dbpedia.org/ontology/LawFirm	law firm	A law firm is a business entity formed by one or more lawyers to engage in the practice of law. The primary service provided by a law firm is to advise clients (individuals or corporations) about their legal rights and responsibilities, and to represent their clients in civil or criminal cases, business transactions, and other matters in which legal advice and other assistance are sought.
http://dbpedia.org/ontology/LacrosseLeague	lacrosse league	a group of sports teams that compete against each other in Lacrosse.
http://dbpedia.org/ontology/InformationAppliance	information appliance	An information device such as PDAs or Video game consoles, etc.
http://dbpedia.org/ontology/Magazine	magazine	Magazines, periodicals, glossies or serials are publications, generally published on a regular schedule, containing a variety of articles. They are generally financed by advertising, by a purchase price, by pre-paid magazine subscriptions, or all three.
http://dbpedia.org/ontology/Manga	manga	Manga are comics created in Japan
http://dbpedia.org/ontology/MilitaryStructure	military structure	A military structure such as a Castle, Fortress, Wall, etc.
http://dbpedia.org/ontology/Monument	monument	A type of structure (a statue or an art object) created to commemorate a person or important event, not necessarily of a catastrophic nature.
http://dbpedia.org/ontology/IceHockeyLeague	ice hockey league	a group of sports teams that compete against each other in Ice Hockey.
http://dbpedia.org/ontology/militaryUnit	military unit	For persons who are not notable as commanding officers, the unit (company, battalion, regiment, etc.) in which they served.
http://dbpedia.org/ontology/HistoricalPeriod	historical period	A historical Period should be linked to a Place by way of the property dct:spatial (already defined)
http://dbpedia.org/ontology/Ideology	ideology	for example: Progressivism_in_the_United_States, Classical_liberalism
